1,0.17112,0.026738,0.37166,0.27941,0.034759,0.11631
1,0.37838,0.096979,0.30207,0.13831,0.027027,0.057234
1,0.04419,0.02455,0.13748,0.43372,0.062193,0.29787
1,0.071066,0.0050761,0.060914,0.22843,0.14213,0.49239
1,0,0,0.041667,0.5,0.041667,0.41667
1,0.010638,0,0.28723,0.17021,0.14894,0.38298
2,0.17112,0.11631,0.034759,0.37166,0.026738,0.27941
2,0.010638,0.38298,0.14894,0.28723,0,0.17021
2,0,0.41667,0.041667,0.041667,0,0.5
2,0.04419,0.29787,0.062193,0.13748,0.02455,0.43372
2,0.37838,0.057234,0.027027,0.30207,0.096979,0.13831
2,0.071066,0.49239,0.14213,0.060914,0.0050761,0.22843
3,0,0.064732,0.059152,0.57812,0,0.29799
3,0,0.055118,0.85827,0.059055,0,0.027559
3,0.084175,0.54545,0.077441,0.057239,0.12458,0.11111
3,0.46154,0.096154,0,0.23718,0.1859,0.019231
3,0,0,0.44709,0.30688,0,0.24603
3,0.19846,0.040462,0,0.17341,0.12717,0.4605
4,0.50188,0,0.0075188,0.31391,0.067669,0.10902
4,0.11671,0.045093,0.38064,0.17905,0.187,0.091512
4,NaN,NaN,NaN,NaN,NaN,NaN
4,0.46548,0,0.0022272,0.44766,0.057906,0.026726
4,0.2449,0,0,0.66327,0.091837,0
4,0.28486,0.005997,0.041979,0.18741,0.31334,0.16642
5,0.047745,0.18435,0.187,0.38064,0.10875,0.091512
5,0,0.44766,0.057906,0.0022272,0.46548,0.026726
5,0,0.66327,0.091837,0,0.2449,0
5,NaN,NaN,NaN,NaN,NaN,NaN
5,0,0.31391,0.067669,0.0075188,0.50188,0.10902
5,0.005997,0.18891,0.31184,0.041979,0.28486,0.16642
6,0.44062,0,0.003125,0.20625,0.27813,0.071875
6,0.0086527,0.57973,0.41162,0,0,0
6,0,0.23256,0.76744,0,0,0
6,0.052941,0,0,0.30294,0.64412,0
6,0.05045,0,0,0.41982,0.52432,0.0054054
6,0.25897,0.094872,0.37949,0,0.094872,0.17179
7,0.17048,0.25191,0.07888,0,0.099237,0.39949
7,0.067278,0.44648,0.28135,0.20183,0,0.0030581
7,0.0053286,0.062167,0.52931,0.4032,0,0
7,0,0.066667,0.63636,0.29697,0,0
7,0.0012484,0.0062422,0,0,0.58926,0.40325
7,0,0,0,0,0.23256,0.76744
8,0.502,0,0.146,0.202,0.024,0.126
