1,0.53488,0.10465,0.12209,0.13953,0.011628,0.087209
1,0.20635,0,0.44444,0.34921,0,0
1,0.34669,0.43687,0.084168,0.034068,0.038076,0.06012
1,0.28261,0.35559,0.22205,0.1118,0.0046584,0.023292
1,0.30979,0.12528,0.35763,0.20729,0,0
1,0.22255,0.15959,0.32211,0.24597,0,0.04978
2,0.53488,0.087209,0.011628,0.12209,0.10465,0.13953
2,0.22255,0.04978,0,0.32211,0.15959,0.24597
2,0.30979,0,0,0.35763,0.12528,0.20729
2,0.34669,0.06012,0.038076,0.084168,0.43687,0.034068
2,0.20635,0,0,0.44444,0,0.34921
2,0.28261,0.023292,0.0046584,0.22205,0.35559,0.1118
3,0,0.39068,0.039427,0,0.56989,0
3,0.27509,0,0,0.10967,0.0055762,0.60967
3,0.17178,0,0,0.29755,0,0.53067
3,0,0.28125,0.71484,0,0.0039062,0
3,0.74892,0,0,0,0.2316,0.019481
3,0,0.41243,0.58192,0,0.0056497,0
4,0.38545,0.023636,0,0.32545,0.12545,0.14
4,0,0,0,1,0,0
4,0.0035088,0.75965,0,0,0,0.23684
4,0.33712,0.10038,0,0.29545,0.0018939,0.26515
4,0.10853,0.39535,0,0.0077519,0,0.48837
4,0.34314,0,0,0.51961,0.13725,0
5,0,1,0,0,0,0
5,0.10076,0.29468,0.0019011,0,0.3365,0.26616
5,0.39535,0.0077519,0,0,0.10853,0.48837
5,0.75965,0,0,0,0.0035088,0.23684
5,0.023551,0.32609,0.125,0,0.38587,0.13949
5,0,0.51961,0.13725,0,0.34314,0
6,0,0.097561,0,0.28223,0.0034843,0.61672
6,0.044444,0.54074,0.41481,0,0,0
6,0,0.76047,0.023631,0,0,0.2159
6,0.30819,0,0,0.049759,0.64205,0
6,0.021505,0,0,0.6129,0.33333,0.032258
6,0.75,0,0.052632,0,0.19737,0
7,0,0.76027,0.18493,0,0,0.054795
7,0.59075,0,0.0071174,0.30961,0.092527,0
7,0.028947,0.028947,0.36316,0.57895,0,0
7,0,0.3231,0.63974,0.037157,0,0
7,0,0.035971,0,0,0.55396,0.41007
7,0.23102,0,0,0,0.74652,0.02246
8,0.17308,0.019231,0,0.26538,0.26538,0.27692
8,0.13817,0,0.11475,0.16862,0.039813,0.53864
8,0,0,0,0.47328,0.12214,0.40458
8,0.10931,0.10931,0.42308,0.097166,0.11336,0.14777
8,0.19625,0.027304,0.10751,0.39932,0.1041,0.16553
8,0.37708,0.13787,0.11296,0.19601,0.12957,0.046512
9,0.17375,0.26641,0.26641,0.019305,0,0.27413
9,0.10931,0.097166,0.11336,0.10931,0.42308,0.14777
9,0.19625,0.39932,0.1041,0.027304,0.10751,0.16553
9,0.13817,0.16862,0.039813,0,0.11475,0.53864
9,0,0.4697,0.12121,0,0,0.40909
9,0.37708,0.19601,0.12957,0.13787,0.11296,0.046512
10,0.046512,0.11296,0.12957,0.13787,0.37708,0.19601
10,0.40909,0,0.12121,0,0,0.4697
10,0.16553,0.10751,0.1041,0.027304,0.19625,0.39932
10,0.53864,0.11475,0.039813,0,0.13817,0.16862
10,0.27413,0,0.26641,0.019305,0.17375,0.26641
10,0.14777,0.42308,0.11336,0.10931,0.10931,0.097166
11,0.0035149,0.37961,0,0.077329,0.12302,0.41652
11,0.10127,0.11392,0.38879,0.16275,0.14828,0.084991
11,0,0.36905,0,0.011905,0.32143,0.29762
11,0.1,0.23913,0,0.25652,0.14348,0.26087
11,0.058824,0.15686,0.088235,0.44258,0.13725,0.11625
11,0.11429,0.13429,0.071429,0.24857,0.18571,0.24571
12,0.13725,0.15686,0.11625,0.44258,0.088235,0.058824
12,0.14828,0.11392,0.084991,0.16275,0.38879,0.10127
12,0.18571,0.13429,0.24571,0.24857,0.071429,0.11429
12,0.14348,0.23913,0.26087,0.25652,0,0.1
12,0.32143,0.36905,0.29762,0.011905,0,0
12,0.12302,0.37961,0.41652,0.077329,0,0.0035149
13,0,0.51852,0,0.11111,0.024691,0.34568
13,0.012422,0,0.13665,0.61491,0.21739,0.018634
13,0,0.55676,0,0.14595,0.0054054,0.29189
13,0.0049751,0.049751,0.10323,0.30348,0.43408,0.10448
13,0,0.15909,0,0.17975,0.5062,0.15496
13,0.010191,0.0050955,0.034395,0.39108,0.25732,0.30191
14,0,0.13665,0.018634,0.61491,0.012422,0.21739
14,0.55676,0,0.29189,0.14595,0,0.0054054
14,0.0050955,0.034395,0.30191,0.39108,0.010191,0.25732
14,0.050932,0.10311,0.10435,0.30311,0.0049689,0.43354
14,0.51852,0,0.34568,0.11111,0,0.024691
14,0.15735,0,0.15528,0.18012,0,0.50725
15,0,0,0,0.28428,0.093645,0.62207
15,0,0.85417,0.069853,0,0.07598,0
15,0,0.057756,0,0.0066007,0.89439,0.041254
15,0.75796,0,0.24204,0,0,0
15,0.02193,0.23684,0.74123,0,0,0
15,0.62651,0,0.37349,0,0,0
16,0.20917,0.14219,0,0.29495,0,0.3537
16,0.21429,0,0,0,0.78571,0
16,0,0,0,0.4,0,0.6
16,0.28205,0.0011655,0.0011655,0.46503,0.0011655,0.24942
16,0,0.57711,0,0.054726,0,0.36816
16,0.041667,0,0.0059524,0.53274,0.032738,0.3869
17,0,0,0,0,0.78571,0.21429
17,0,0,0.6,0.4,0,0
17,0,0.0059524,0.3869,0.53274,0.032738,0.041667
17,0.0011655,0.0011655,0.24942,0.46503,0.0011655,0.28205
17,0.57711,0,0.36816,0.054726,0,0
17,0.14219,0,0.3537,0.29495,0,0.20917
18,0,0.75769,0,0.069231,0.17308,0
18,0.75076,0,0.11246,0,0,0.13678
18,0,0.13103,0.0091954,0.85977,0,0
18,0.44848,0,0.21212,0.28485,0.030303,0.024242
18,0.28645,0,0,0,0.19949,0.51407
18,0.0097826,0.030435,0,0,0.86413,0.095652
19,0.19949,0,0.51407,0.28645,0,0
19,0.030303,0.28485,0.024242,0.44848,0,0.21212
19,0.86413,0,0.095652,0.0097826,0.030435,0
19,0.17308,0.069231,0,0,0.75769,0
19,0,0,0.13678,0.75076,0,0.11246
19,0,0.86207,0,0,0.12874,0.0091954
20,0.33731,0.029851,0.12836,0.33433,0.089552,0.080597
20,0,0,0.0034014,0.2483,0.7483,0
20,0.29502,0,0.22797,0.34866,0.12835,0
20,0.18803,0.054701,0.08547,0.10598,0.16239,0.40342
20,0.26412,0.05814,0.17774,0.16944,0.16445,0.16611
20,0.38272,0,0.012346,0.3642,0.24074,0
21,0,0.2483,0.0034014,0,0.7483,0
21,0.054701,0.10598,0.08547,0.18803,0.16239,0.40342
21,0,0.34866,0.22797,0.29502,0.12835,0
21,0.029851,0.33433,0.12836,0.33731,0.089552,0.080597
21,0.05814,0.16944,0.17774,0.26412,0.16445,0.16611
21,0,0.3642,0.012346,0.38272,0.24074,0
22,0,0.7483,0,0.2483,0.0034014,0
22,0.05814,0.16445,0.16611,0.16944,0.17774,0.26412
22,0,0.24074,0,0.3642,0.012346,0.38272
22,0.054701,0.16239,0.40342,0.10598,0.08547,0.18803
22,0,0.12835,0,0.34866,0.22797,0.29502
22,0.029851,0.089552,0.080597,0.33433,0.12836,0.33731
23,0,0.078125,0.097656,0.042969,0.19141,0.58984
23,0.12471,0.20235,0.075294,0.077647,0.11765,0.40235
23,0.1775,0.0975,0.125,0.005,0.325,0.27
23,0.10714,0.35204,0,0,0.23469,0.30612
23,0.16777,0.15781,0.30565,0.054817,0.14452,0.16944
23,0.1401,0.17552,0.25604,0.05314,0.28502,0.090177
24,0,0.097656,0.58984,0.042969,0.19141,0.078125
24,0.1775,0.125,0.27,0.005,0.325,0.0975
24,0.1401,0.25604,0.090177,0.05314,0.28502,0.17552
